2.3057e+05,-2.0719,-2.355,-0.59309,0
2.1013e+05,-2.3263,-2.5172,-0.71013,0
1.0432e+05,-2.017,-2.312,-0.7781,0
89338,-1.658,-2.6102,-0.51037,0
86731,-1.9085,-2.4463,-0.94569,0
84753,-100,-2.5058,-0.79973,0
84544,-100,-2.7381,-0.81256,0
83539,-100,-2.8449,-0.82965,0
65379,-100,-2.8389,-0.07865,0
58251,-100,-3.0313,-0.8181,0
54974,-100,-2.3947,-0.86823,0
54254,-100,-2.9081,-0.83007,0
43545,-1.6902,-3.1561,-0.79122,0
36568,-1.3892,-3.7915,-0.63056,0
32000,-100,-2.7962,-0.71998,0
28624,-100,-3.08,-0.81653,0
26343,-100,-2.3743,-0.79925,0
23827,-100,-2.8191,-0.86253,0
20414,-100,-2.82,-0.98701,0
20235,-1.3222,-2.6504,-0.73789,0
19915,-100,-2.8542,-0.70888,0
19591,-100,-2.931,-0.97886,0
19270,-100,-2.1934,-1.0351,0
18111,-100,-2.4901,-0.79845,0
17136,-100,-3.207,-0.77115,0
14383,-100,-2.5686,-0.97805,0
12384,-100,-2.8786,-0.83479,0
10990,-100,-2.6612,-0.34268,0
10576,-100,-3.2653,-0.57098,0
9503,-100,-2.3738,-0.079968,0
8723,-100,-2.0476,-0.36673,0
8016,-100,-3.5625,0.11333,0
5751,-100,-2.8987,-0.69814,0
5549,-100,-2.4598,-0.88642,0
4667,-100,-2.507,0.13062,0
4040,-100,-3.4758,-1.2459,0
3945,-100,-3.5234,-0.61145,0
3795,-100,-3.5735,-0.67839,0
3240,-0.30103,-3.1369,-0.83869,0
3203,-100,-9999,-9999,0
3157,-100,-2.9293,-0.80653,0
3144,-100,-2.7514,-0.54816,0
1.3218e+05,-100,-2.7457,-0.55203,0
1.0392e+05,-100,-2.5837,-0.70865,0
98177,-1.9731,-2.2877,-0.59218,0
81920,-100,-2.3506,-0.69584,0
75862,-100,-2.6878,-0.62956,0
73530,-100,-2.4348,-0.66489,0
58195,-100,-2.7132,-0.64017,0
57608,-1.7482,-2.3918,-0.76163,0
57527,-100,-2.0804,-0.52803,0
51214,-100,-2.4623,-0.7958,0
45551,-100,-3.183,-0.42933,0
43249,-100,-2.6238,-0.67603,0
42122,-100,-2.3901,-0.70859,0
41176,-100,-2.4628,-0.86222,0
40714,-100,-2.478,-0.7906,0
40625,-100,-2.8178,-0.67536,0
39799,-1.5682,-2.5588,-0.67588,0
38672,-1.6532,-2.4756,-0.82909,0
36983,-100,-2.9961,-0.69079,0
36604,-100,-2.5224,-0.79921,0
36358,-1.5185,-2.9082,-0.64365,0
31027,-100,-2.4926,-0.73804,0
28196,-1.4624,-2.4345,-0.80881,0
24333,-100,-3.0251,-0.25115,0
22386,-100,-2.0951,-0.30685,0
22169,-100,-2.2567,-0.58579,0
21703,-100,-2.8418,-0.95149,0
20717,-100,-1.8907,-0.2738,0
19119,-100,-2.6543,-0.35518,0
16865,-1.3424,-3.2919,-0.39489,0
13413,-1.2553,-1.5325,0.0031835,0
13300,-100,-2.5054,-0.88712,0
13046,-100,-2.6231,-0.66192,0
11529,-0.8451,-2.7039,-0.056589,0
11034,-100,-2.368,-0.9122,0
10975,-100,-2.6825,-0.082086,0
9751,-100,-2.6344,-0.70693,0
9172,-100,-2.621,-0.72145,0
9047,-100,-2.2896,-0.68908,0
8079,-100,-2.296,-0.40769,0
8013,-100,-2.4859,-0.61011,0
7923,-100,-2.939,-0.95139,0
7376,-100,-2.6765,-0.31394,0
7077,-100,-3.3213,-1.8285,0
7017,-0.079181,-1.6418,1.4411,1
6306,-100,-3.1098,-0.88763,0
6014,-100,-2.8527,-0.39104,0
5217,-100,-2.5405,-0.9064,0
4426,-100,-2.6123,0.032617,0
4075,-100,-3.2687,-0.73618,0
4061,-100,-4.3809,-0.55345,0
3947,-100,-1.8916,-1.0149,0
3539,-100,-2.7303,-0.56009,0
3519,-100,-2.548,-0.70377,0
3092,-100,-2.5068,-0.46968,0
3004,-100,-2.6481,-0.19691,0
1.8272e+05,-100,-2.4765,-0.58986,0
5259,-100,-3.0163,-0.72761,0
5528,-0.90309,-2.5419,-0.071688,0
8448,-100,-2.4537,-0.62181,0
1.3089e+05,-2.1303,-2.3885,-0.65522,0
10348,-0.69897,-3.0631,0.61452,0
20610,-100,-3.4053,-0.60781,0
86795,-100,-2.5676,-0.63719,0
1.244e+05,-2.0755,-2.1905,-0.50095,0
5414,-100,-2.5518,-0.35356,0
4.1166e+05,-2.1128,-2.5163,-0.57453,0
3611,-100,-2.3301,-0.34162,0
6316,-0.65321,-2.6139,0.12683,0
38811,-100,-2.4254,-0.71671,0
6969,-100,-1.9167,-0.82306,0
4445,-100,-2.2932,0.50919,0
51218,-100,-2.1609,-0.44695,0
57793,-100,-2.5854,-0.72801,0
1.9196e+05,-2.0043,-2.3972,-0.51195,0
3106,-100,-3.3616,-0.097523,0
5791,-100,-2.6109,-0.040795,0
3865,-100,-2.7576,-0.84902,0
20286,-100,-2.4679,-0.74954,0
13424,-100,-2.5386,-0.54737,0
36288,-100,-2.8789,-0.49529,0
1.9108e+05,-100,-2.1645,-0.44001,0
4985,-100,-3.567,0.094363,0
38570,-100,-2.7801,-0.5221,0
44638,-100,-2.2764,-0.61127,0
24852,-100,-2.5572,-0.27925,0
7910,-100,-3.4665,0.094363,0
14354,-100,-2.9338,-0.55433,0
1.3106e+05,-1.8028,-2.4618,-0.64641,0
34843,-100,-2.3575,-0.41044,0
2.4356e+05,-2.0682,-2.5427,-0.75606,0
1.7079e+05,-2.2148,-2.6703,-0.83977,0
1.6392e+05,-2.2227,-2.4395,-0.69322,0
1.3273e+05,-100,-2.6325,-0.73075,0
1.1578e+05,-100,-2.5938,-0.74656,0
1.1199e+05,-100,-1.9057,-0.14984,0
1.0625e+05,-100,-2.5869,-0.87617,0
97985,-100,-2.4676,-0.77974,0
84391,-100,-2.3906,-0.75196,0
73140,-100,-2.3317,-0.56177,0
67124,-1.8865,-2.4443,-0.4554,0
65551,-100,-2.496,-0.79339,0
56340,-100,-2.5365,-0.85021,0
52381,-1.6628,-2.7832,-0.92975,0
48659,-100,-2.6408,-0.88808,0
29199,-100,-2.3721,-0.42985,0
17435,-100,-2.6283,-0.78211,0
16180,-100,-2.587,-0.98209,0
15171,-100,-2.1541,-0.57009,0
10714,-100,-3.3111,-0.13397,0
10151,-100,-2.2096,-0.34769,0
10017,-100,-2.7562,-0.64499,0
8047,-100,-2.2682,-0.88906,0
6142,-0.90309,-2.9375,-0.82341,0
4301,-100,-3.503,-0.27361,0
3958,-100,-3.1939,-1.0149,0
3941,-100,-4.067,-1.0306,0
3295,-100,-2.6883,-1.211,0
3.0317e+05,-2.4942,-2.1793,-0.43565,0
2.4085e+05,-2.3655,-2.399,-0.61209,0
2.2452e+05,-2.3365,-2.5547,-0.83082,0
2.1322e+05,-2.3118,-2.4875,-0.78202,0
1.0429e+05,-100,-2.544,-0.88886,0
88644,-100,-2.6479,-0.86592,0
67887,-1.5911,-2.1715,-0.54504,0
63483,-1.7924,-2.5712,-0.82639,0
62395,-1.7709,-2.5659,-0.80993,0
37916,-100,-2.2925,-0.34591,0
32428,-100,-2.5118,-0.87269,0
31993,-100,-2.4666,-0.78323,0
20382,-100,-2.6315,-0.83544,0
16474,-100,-2.9065,-1.0291,0
16416,-100,-2.3038,0.35525,0
13928,-100,-2.4723,-0.76455,0
10420,-100,-3.0269,-0.87425,0
9158,-100,-2.8478,-0.8325,0
7662,-100,-2.8373,-0.81019,0
7205,-100,-3.6301,-0.68699,0
7171,-100,-3.1967,-0.83474,0
6389,-0.90309,-2.8967,-0.81965,0
5715,-100,-3.6264,-1.5652,0
4240,-100,-2.3135,0.34538,0
4187,-100,-1.6564,-0.066375,0
34374,-0.018885,-0.87383,0.29227,1
32994,0,-1.3511,0.83535,1
31684,-0.035328,-1.5014,1.0332,1
25679,-0.03408,-1.2286,0.90419,1
23533,-0.028029,-1.3974,0.43013,1
14922,0,-0.90459,0.4122,1
12329,-0.13128,-0.85035,1.2286,1
7790,-0.072551,-1.3272,0.61373,1
7431,-100,-2.9714,-1.1893,0
6042,0,-2.1995,0.48259,1
4997,0,-1.4517,1.1197,1
3745,-0.17609,-1.0391,1.1782,1
3201,-0.17609,-1.4395,1.2513,1
3.6364e+05,-1.9661,-2.6131,-1.0445,0
1.7064e+05,-2.2279,-2.6419,-1.0508,0
1.3676e+05,-100,-2.4002,-0.81705,0
70493,-100,-2.3504,-0.94354,0
23104,-100,-2.8882,-0.99621,0
22839,-100,-3.5079,-1.2351,0
19776,-100,-2.4612,-1.1042,0
19152,-100,-2.9475,-0.7855,0
16435,-100,-2.8844,-1.2422,0
8535,-100,-2.3573,-0.38723,0
8404,-100,-2.264,-0.90992,0
7200,-100,-2.666,-0.97919,0
5567,-100,-2.4212,-0.9931,0
5427,-100,-2.3029,-1.0002,0
5036,-100,-1.6382,-0.1311,0
5019,-100,-3.1114,-1.369,0
4380,-100,-2.9368,-1.2858,0
4191,-100,-3.5497,-1.4763,0
4159,-100,-2.6925,-0.9691,0
3.4258e+05,-2.5237,-2.479,-0.77648,0
1.7493e+05,-2.2253,-2.6102,-0.77893,0
1.6701e+05,-1.932,-2.0404,-0.18988,0
1.6240e+05,-2.1959,-2.5138,-0.61906,0
1.477e+05,-2.1987,-2.4578,-0.66469,0
1.3683e+05,-100,-2.3315,-0.49802,0
1.1917e+05,-100,-2.5118,-0.68562,0
1.1548e+05,-2.0374,-2.5853,-0.81318,0
95210,-1.9912,-2.4768,-0.81319,0
76888,-100,-2.5477,-0.80888,0
60509,-1.7324,-2.3785,-0.71643,0
38351,-100,-2.9514,-0.7121,0
34907,-100,-2.386,-0.72171,0
16058,-100,-2.2827,-0.84483,0
9834,-100,-2.9944,-0.75295,0
7165,-100,-2.4128,-0.6873,0
6448,-100,-2.4885,-0.9641,0
4734,-100,-2.4265,-0.83503,0
4476,-100,-3.1681,-1.0616,0
4242,-100,-9999,-9999,0
3484,-100,-2.6518,-0.88457,0
3147,-100,-2.407,-0.53399,0
3139,-100,-3.4911,-1.3435,0
71263,-1.5315,-2.8358,-1.3478,0
66064,-1.3554,-2.2908,-0.90363,0
47443,-1.3118,-2.7488,-1.0856,0
39976,-1.6435,-2.2266,-0.69021,0
33695,-100,-2.2066,-1.2394,0
28275,-100,-2.5499,-1.0528,0
27533,-1.1139,-2.4751,-1.1315,0
22547,-100,-2.1737,-0.55828,0
16844,-1.2788,-3.0798,-1.5083,0
16479,-1.3424,-2.6734,-1.0985,0
13454,-100,-1.4722,-0.22348,0
10872,-100,-2.6101,-1.3077,0
5125,-100,-3.1599,-1.1189,0
4803,-100,-3.8519,-2.111,0
4277,-100,-2.8985,-0.65469,0
3550,-100,-3.8456,-2.0883,0
2.7916e+05,-2.4548,-2.3174,-0.90372,0
1.5817e+05,-1.8976,-2.6135,-0.82785,0
1.3214e+05,-1.8261,-2.4396,-0.84,0
63755,-100,-2.6569,-0.83078,0
60354,-100,-2.7721,-0.89417,0
39050,-1.6532,-2.2686,-0.70792,0
38281,-1.7076,-2.6263,-0.70988,0
37791,-100,-2.7297,-0.71046,0
32621,-100,-2.7469,-1.0624,0
31662,-1.5051,-2.2822,-0.39159,0
27047,-100,-2.2616,-0.67551,0
23768,-100,-3.219,-0.97545,0
7861,-100,-3.4919,-1.3383,0
7793,-100,-2.3461,-0.20759,0
6475,-100,-2.4376,-1.1413,0
5904,-100,-2.3944,-0.91398,0
4092,-100,-3.3052,-1.0975,0
3598,-100,-2.1006,-0.66562,0
3058,-100,-2.7138,-0.9469,0
3.2779e+05,-1.9058,-2.2802,-0.51341,0
2.841e+05,-2.4487,-2.3678,-0.62026,0
2.5918e+05,-2.4281,-2.334,-0.80634,0
1.1575e+05,-1.3579,-2.4824,-0.71031,0
77728,-100,-2.6061,-0.64478,0
75751,-100,-2.4051,-0.86292,0
73717,-100,-2.7755,-0.84129,0
21678,-100,-2.3753,-0.7907,0
9435,-100,-3.2287,-1.0099,0
8411,-100,-2.2349,-0.40111,0
6821,-100,-2.8903,-0.84263,0
6257,-100,-2.9061,-0.80345,0
5943,-100,-2.4566,-0.95182,0
5874,-100,-2.8254,-0.87805,0
5469,-100,-2.8291,-0.88505,0
71886,-1.7924,-2.1978,-0.90944,0
49442,-100,-2.7616,-0.76258,0
45525,-1.3802,-2.3599,-0.67985,0
44647,-100,-2.4898,-0.65166,0
35583,-100,-2.5035,-1.118,0
30204,-100,-3.0594,-0.29077,0
28114,-1.415,-2.79,-1.0332,0
18624,-100,-2.6846,-0.88465,0
15077,-0.8451,-2.663,-1.1302,0
13179,-100,-2.7718,-1.1509,0
12607,-100,-2.5228,-1.2395,0
12517,-0.69897,-3.1065,-0.78741,0
11603,-100,-3.6909,-0.50075,0
10822,-100,-2.724,-0.93813,0
8364,-0.90309,-3.1151,-1.2565,0
7228,-100,-2.8756,-1.0509,0
6435,-100,-1.9098,0.72327,0
6022,-100,-3.598,-1.4161,0
5432,-100,-4.5072,-1.0306,0
4737,-100,-3.4066,-1.127,0
4617,-100,-2.5283,-1.1959,0
4347,-100,-3.1802,-0.93367,0
3762,-100,-2.4846,-0.77292,0
3597,-0.77815,-3.0731,-0.42529,0
3191,-0.69897,-3.4982,-0.5077,0
36455,-100,-2.4183,-0.92685,0
31383,-100,-2.7033,-0.99842,0
24849,-100,-2.6519,-1.0585,0
24491,-1.0969,-2.5806,-0.858,0
24188,-100,-2.1848,-0.98612,0
22737,-100,-2.8788,-1.1841,0
21905,-100,-2.6476,-1.1968,0
21659,-100,-2.9651,-1.1502,0
20172,-100,-2.6881,-1.2592,0
18347,-1.2304,-2.6329,-1.2144,0
18218,-100,-3.1192,-0.96186,0
18200,-100,-2.4011,-1.0027,0
15863,-100,-2.7939,-0.88876,0
14578,-100,-1.9902,-0.70162,0
12284,-100,-3.0625,-0.74887,0
7877,-100,-2.529,-1.1015,0
7227,-100,-3.1843,-1.3352,0
6696,-100,-2.2127,-0.97592,0
6280,-100,-3.529,-0.84652,0
4664,-100,-2.3109,-1.2876,0
3926,-100,-3.5213,-1.7187,0
3852,-100,-3.4039,-0.90884,0
3734,-0.77815,-3.2307,-1.1153,0
3409,-100,-3.0263,-1.1521,0
3038,-100,-2.6753,-1.3517,0
2.1881e+05,-1.8261,-2.5939,-1.0611,0
1.1545e+05,-1.3655,-2.2393,-0.5377,0
1.017e+05,-1.2788,-2.9261,-1.213,0
71066,-1.8808,-2.9048,-1.1666,0
67567,-1.9395,-3.0156,-1.154,0
52411,-1.7076,-2.4048,-0.91725,0
47758,-1.6628,-2.6346,-1.1442,0
45015,-1.6902,-2.7269,-1.1494,0
38732,-1.6232,-2.7773,-1.1544,0
22274,-1.0792,-2.277,-0.81389,0
19528,-100,-2.8899,-1.0156,0
18699,-100,-2.1601,-0.90963,0
18043,-1.2553,-2.6361,-1.0993,0
14753,-100,-3.5434,-1.2517,0
13124,-100,-1.4111,-0.12075,0
12833,-100,-3.11,-1.3032,0
7378,-100,-2.2188,-0.62573,0
5722,-100,-2.3933,-0.93472,0
5152,-100,-3.1227,-1.1411,0
4694,-100,-2.1116,-0.99304,0
4609,-100,-3.29,-1.5516,0
4110,-100,-3.0439,-1.2532,0
3893,-100,-3.5177,-1.3061,0
3854,-100,-3.5133,-1.596,0
1.9018e+05,-1.4337,-2.4531,-0.89772,0
1.2453e+05,-1.5984,-2.5971,-1.0685,0
67974,-1.9243,-2.4351,-1.0909,0
55554,-1.4624,-2.3071,-0.91797,0
51612,-1.7076,-2.0255,-0.31891,0
49882,-0.45513,-1.6203,1.7056,1
48248,-1.1139,-2.1013,-0.24636,0
44438,-100,-2.9446,-1.0941,0
39852,-1.3424,-2.5043,-0.74927,0
38963,-100,-2.8553,-1.1233,0
32629,-100,-2.6895,-1.1734,0
30913,-1.2175,-2.7112,-1.186,0
26611,-1.4914,-3.5163,-1.5599,0
21491,-100,-2.7643,-1.0638,0
20948,-100,-2.7207,-1.0811,0
16680,-0.31876,-0.46162,1.7538,1
13039,-100,-2.63,-1.1306,0
8911,-100,-2.2815,-0.59542,0
8703,-100,-1.6811,-0.26768,0
7509,-100,-2.6067,-0.70463,0
5138,-100,-3.161,-0.89399,0
4801,-0.77815,-2.3969,-0.97857,0
4719,-100,-9999,-9999,0
4127,-100,-3.184,-1.41,0
3568,-100,-2.7934,-1.0909,0
1.6693e+05,-1.8513,-2.4824,-0.77228,0
1.0453e+05,-1.716,-2.6268,-0.90393,0
86059,-1.8865,-1.9664,-0.45639,0
83151,-100,-2.4599,-0.93018,0
58892,-100,-2.4442,-0.98325,0
56965,-1.3324,-2.7677,-1.0706,0
51906,-100,-2.2119,-0.95379,0
37647,-0.27036,-0.67516,1.7066,1
22357,-1.3802,-2.4765,-1.0891,0
12586,-100,-3.08,-0.34313,0
12341,-100,-2.3838,-1.0548,0
11638,-100,-2.7628,-0.88068,0
11063,-100,-2.9187,-0.59133,0
9113,-100,-3.3172,-0.35333,0
8192,-0.90309,-2.9377,-0.83627,0
6800,-100,-1.9,-0.35603,0
5817,-100,-2.9931,-0.85075,0
5636,-100,-2.9324,-0.026848,0
5347,-100,-2.4178,-0.98469,0
4944,-100,-2.3984,-0.81811,0
4914,-100,-2.6378,-0.96693,0
4745,-100,-2.0795,-1.1168,0
3689,-100,-9999,-9999,0
3190,-100,-2.5439,-0.45855,0
1.0758e+05,-1.7672,-3.0253,-1.2152,0
1.027e+05,-1.4771,-2.8091,-1.1005,0
88802,-1.4574,-2.4507,-0.92821,0
82037,-1.9345,-2.2905,-0.71474,0
52622,-1.8129,-2.3429,-1.0735,0
43745,-100,-2.9029,-1.0475,0
41683,-1.301,-2.3015,-0.79562,0
34925,-100,-2.8299,-1.119,0
30982,-100,-2.8436,-1.0822,0
30461,-100,-2.5151,-1.0279,0
23500,-1.1614,-2.6237,-1.1827,0
22339,-1.1461,-2.5271,-0.71979,0
22061,-100,-3.0554,-1.4043,0
20578,-100,-3.0406,-1.2436,0
19684,-1.2041,-2.4834,-1.154,0
19296,-100,-3.1603,-1.3812,0
19247,-100,-2.4409,-0.7171,0
17268,-1.1761,-2.4706,-0.9535,0
13460,-100,-2.4734,-1.1542,0
11999,-100,-3.1113,-1.2477,0
11582,-100,-3.0804,-0.99679,0
11220,-100,-2.893,-1.1029,0
9933,-100,-2.4041,-1.0105,0
9218,-100,-2.6508,-1.1518,0
9204,-1.1461,-1.3075,0.037775,0
9121,-100,-2.8134,-0.90992,0
7065,-100,-2.7891,-1.0868,0
6458,-0.41497,-1.5971,0.6761,1
5714,-100,-2.187,1.374,1
5108,-100,-2.8575,-0.89588,0
5092,-100,-1.5198,-0.14903,0
5038,-100,-3.113,-1.4551,0
4785,-100,-2.7991,-1.1492,0
4755,-100,-1.9978,-0.36554,0
4703,-100,-2.4114,-0.59485,0
4197,-100,-1.9041,-0.97272,0
3914,-100,-3.161,-1.1894,0
3685,-100,-3.5608,-1.2256,0
1.1214e+05,-100,-2.9197,-1.0085,0
59754,-100,-2.7353,-0.90298,0
48195,-100,-2.9463,-1.138,0
44615,-1.8325,-2.3331,-0.20671,0
40720,-100,-3.0112,-1.0622,0
34573,-100,-1.8291,-0.54338,0
32422,-100,-2.049,-0.68774,0
31076,-100,-2.3807,-1.1411,0
28115,-100,-2.2258,-1.0428,0
24976,-100,-3.0239,-0.50075,0
22828,-100,-2.5581,-0.96131,0
21298,-1.5798,-2.3001,-1.0952,0
20405,-100,-2.8012,-0.95888,0
19089,-0.39121,-1.7071,1.4018,1
13835,-100,-2.637,-0.94668,0
12693,-100,-2.586,-1.1285,0
12316,-100,-2.2708,-1.1675,0
11735,-100,-2.7485,-1.1066,0
10861,-100,-3.0841,-0.8745,0
10794,-100,-2.6443,-1.0588,0
10137,-100,-2.7916,-1.2669,0
8520,-100,-2.6986,-1.2591,0
7843,-100,-2.951,-0.99642,0
6646,-100,-3.0268,-1.0752,0
6595,-100,-2.7466,-0.95926,0
6557,-100,-2.9871,-1.0566,0
5901,-100,-2.3054,-1.129,0
5048,-100,-3.0132,-1.1472,0
4891,-100,-3.0305,-1.3348,0
4553,-100,-2.6673,-0.94718,0
4288,-100,-3.0245,-0.61099,0
3671,-100,-9999,-9999,0
97772,-0.50595,-1.5088,0.83676,1
43517,-1.1761,-2.1086,0.54497,1
36242,-100,-4.0097,-2.6956,0
35592,-100,-3.744,-2.3671,0
33472,-1.6812,-3.729,-2.3909,0
26603,-100,-3.405,-1.9986,0
25503,-100,-4.4012,-2.9508,0
22831,-1.5185,-3.8522,-2.4828,0
14537,-100,-2.9482,-1.7061,0
12723,-100,-3.5548,-2.2473,0
11805,-0.51188,-1.6775,1.7811,1
11666,-100,-2.6662,-1.436,0
11499,-100,-3.4352,-2.0973,0
10317,-100,-3.6399,-2.2876,0
10313,-100,-3.9408,-2.1927,0
9685,-100,-2.9261,-1.5902,0
8844,-100,-4.02,-2.6523,0
8231,-100,-3.5118,-2.2772,0
7107,-100,-9999,-9999,0
6352,-100,-2.489,-1.4986,0
6300,-100,-3.4257,-2.0851,0
6033,-0.65321,-2.1281,0.094726,1
5413,-0.8451,-3.0288,-1.7059,0
4517,-100,-3.3859,-2.042,0
3895,-100,-3.8859,-2.5643,0
3405,-100,-3.6056,-2.175,0
3217,-100,-4.2798,-2.5266,0
3187,-100,-9999,-9999,0
3075,-100,-1.1652,0.33166,0
3.2585e+05,-2.4472,-2.8848,-0.8875,0
1.8428e+05,-100,-2.3033,-0.36679,0
1.5206e+05,-1.8543,-2.7704,-0.72681,0
1.4038e+05,-1.752,-2.8978,-0.73675,0
1.2839e+05,-2.1303,-2.6136,-0.78411,0
1.157e+05,-2.0128,-2.8362,-0.90414,0
1.1082e+05,-100,-2.7038,-0.77205,0
1.0254e+05,-100,-2.5701,-0.71223,0
91153,-100,-3.0213,-0.90672,0
90920,-1.6021,-2.6284,-0.99261,0
87020,-100,-2.4286,-0.68932,0
73583,-100,-2.7948,-0.86401,0
72763,-100,-2.8577,-0.77335,0
52672,-100,-2.7925,-0.89304,0
46271,-100,-2.5853,-0.76122,0
43409,-100,-2.7588,-0.97007,0
37445,-100,-2.6332,-0.51049,0
35462,-1.6232,-3.1021,-1.0389,0
35363,-100,-3.1449,-0.87012,0
33871,-100,-2.9842,-0.82934,0
33239,-100,-3.0223,-0.66615,0
32453,-0.39794,-0.18432,2.0471,1
26479,-100,-3.733,-1.1629,0
23680,-100,-2.8064,-0.54706,0
19923,-100,-4.1175,-0.46844,0
18872,-1.2553,-2.8991,-0.83848,0
16764,-100,-2.6505,-0.85075,0
13608,-100,-4.4295,-0.69958,0
13500,-100,-2.8273,-0.97067,0
13284,-100,-2.8705,-0.7279,0
12453,-0.28083,-0.23405,1.8638,1
12269,-100,-4.083,-0.60781,0
12176,-100,-1.9653,1.3392,0
