viral_phage_gene_fraction,ratio.virus.bacteria,score
0,0.192599055,0
0,0.0821748931,0
0,0.118578174,0
0,0.1384011402,0
0,0.1525474119,0
0,0.2537284047,0
0,0.0890709536,0
0,0.1808955241,0
0,0.085573165,0
0,0.0707163285,0
0,0.2548486184,0
0,0.174125482,0
0,0.1373427996,0
0,0.0940556187,0
0,0.1178924669,0
0,0.2112959619,0
0,0.0995801146,0
0,0.1927641281,0
0,0.085048694,0
0,0.0923533897,0
0,0.2208572997,0
0,0.7699430373,0
0,0.1433370079,0
0,0.0597689683,0
0,0.1224930036,0
0,0.2381067384,0
0,0.0822368651,0
0,0.2040597988,0
0,0.409378245,0
0,0.0689572774,0
0,0.584249967,0
0,0.14649027,0
0,0.0796920761,0
0,0.2597800238,0
0,0.3336200096,0
0,0.1368594566,0
0,0.6891680949,0
0,0.227635685,0
0,0.2549860031,0
0,0.1015867157,0
0,0.1363928494,0
0,0.3519854475,0
0,0.0719149541,0
0,0.1227996432,0
0,0.290499056,0
0,0.0715944473,0
0,0.5825111278,0
0,0.1241490898,0
0,0.1075405159,0
0,0.1848630356,0
0,0.0757395959,0
0,0.1351656026,0
0,0.3075658755,0
0,0.2621300075,0
0,0.1398026707,0
0,0.2330044511,0
0,0.0956982567,0
0,0.0729405238,0
0,0.2452678433,0
0,1.0485200301,0
0,0.0526729058,0
0,0.0981071373,0
0,0.0665727003,0
0,0.3638931501,0
0,0.1677632048,0
0,0.0868339569,0
0,18.1743471888,0
0,NA,0
0,0.2621300075,0
0,0.3558613436,0
0,0.0559210683,0
0,0.0970239355,0
0,17.6500871738,0
0,0.3281083087,0
0,0.1304824926,0
0,0.1979506842,0
0,0.1457000538,0
0,0.053770258,0
0,NA,0
0,0.127093337,0
0,0.4317435418,0
0,0.1446234524,0
0,0.2588938346,0
0,0.3495066767,0
0,0.5377025796,0
0,NA,0
0,0.1020152364,0
0,0.0798835532,0
0,0.117598122,0
0,0.2353241182,0
0,0.4542818534,0
0,0.0805751763,0
0,0.366499774,0
0,0.0966393644,0
0,0.1641928371,0
0,0.554405244,0
0,0.1543888241,0
0,0.2334676807,0
0,0.1028969608,0
0,0.0811414169,0
0,0.0931004466,0
0,0.0982164068,0
0,0.0775143521,0
0,0.2838787854,0
0,0.2658823798,0
0,1.1267677936,0
0,0.1607312142,0
0,0.1092208365,0
0,0.2567804155,0
0,0.2243102552,0
0,0.1781978851,0
0,0.1035291308,0
0,0.1251320201,0
0,0.1036738906,0
0,0.0733086382,0
0,0.1233788612,0
0,0.1725958897,0
0,0.1049848953,0
0,0.10627964,0
0,0.0236286204,0
0,0.7649067405,0
0,0.1822823937,0
0,0.4416064091,0
0,0.6713687575,0
0,0.3404285812,0
0,NA,0
0,0.1250528476,0
0,0.0624548013,0
0,0.1952551267,0
0,0.7289710686,0
0,0.0897129438,0
0,0.1002568953,0
0,0.1211161751,0
0,0.740131786,0
0,0.2240427415,0
0,0.3321980771,0
0,0.3332505522,0
0,0.2224133397,0
0,0.0901952714,0
0,0.1593192828,0
0,0.1864035609,0
0,0.1181128554,0
0,0.0805102363,0
0,0.1553363008,0
0,3.4950667671,0
0,0.399436202,0
0,0.5150624709,0
0,0.0918621245,0
0,0.5196205459,0
0,0.3323979583,0
0,0.1387747099,0
0,0.1165022256,0
0,0.2918211087,0
0,NA,0
0,0.5083733479,0
0,NA,0
0,NA,0
0,0.2796053414,0
0,0.2330044511,0
0,1.6522133808,0
0,0.5991543029,0
0,NA,0
0,0.1398026707,0
0,NA,0
0,0.2920406194,0
0,0.0973459517,0
0,0.1978087501,0
0,0.1535920085,0
0,0.2160205067,0
0,0.0703812072,0
0,0.5054812113,0
0,0.3291739303,0
0,0.0524424721,0
0,0.075181974,0
0,0.0738756588,0
0,0.1910971758,0
0,0.1012704858,0
0,0.0740590356,0
0,0.1008690881,0
0,0.1065800265,0
0,0.0955915697,0
0,0.0402905447,0
0,0.0478542149,0
0,0.0624380385,0
0,0.0693677374,0
0,0.1526230029,0
0,0.0585396145,0
0,0.0847760284,0
0,0.0360316162,0
0,0.1353681953,0
0,0.248195313,0
0,0.011822636,0
0,0.036669553,0
0,0.0594098148,0
0,0.0937083119,0
0,0.1780925741,0
0,0.0470228905,0
0,0.0527214233,0
0,0.2796053414,0
0,0.0690140123,0
0,0.127093337,0
0,0.0605444637,0
0,0.102045745,0
0,0.1937858802,0
0,0.1413734872,0
0,0.1240184982,0
0,0.5177876692,0
0,0.0871748755,0
0,0.3039188493,0
0,0.0897815316,0
0,0.0972248789,0
0,0.0699013353,0
0,0.0901334091,0
0,0.1846450368,0
0,0.7766815038,0
0,NA,0
0,0.1497885757,0
0,0.0417321405,0
0,0.2621300075,0
0,0.1891778287,0
0,0.1129244798,0
0,0.2345169501,0
0,0.1882864252,0
0,0.3920837953,0
0,0.2776223248,0
0,0.4230035422,0
0,0.1299198766,0
0,0.2478770757,0
0,0.1658589917,0
0,0.1305305039,0
0,0.13624655,0
0,0.0949178086,0
0,0.4805079639,0
0,0.0826677469,0
0,0.1147883714,0
0,0.0849375832,0
0,0.0942715283,0
0,0.0756522777,0
0,0.0890810255,0
0,0.0771495492,0
0,0.330208762,0
0,0.2370922485,0
0,0.1140263023,0
0,0.36921855,0
0,0.1457402358,0
0,0.1207071891,0
0,0.339881708,0
0,0.088470049,0
0,0.1566754068,0
0,0.124000799,0
0,0.1665360967,0
0,0.219298307,0
0,0.2210832932,0
0,0.2252102882,0
0,0.1071264207,0
0,0.1929479959,0
0,0.2164309128,0
0,0.1310650038,0
0,0.425486389,0
0,0.8360691849,0
0,0.1512151336,0
0,0.2101608775,0
0,0.3508315693,0
0,0.1288853255,0
0,0.0737387606,0
0,0.1319889262,0
0,0.1145693078,0
0,0.1276594543,0
0,0.1104301846,0
0,0.0738023148,0
0,3.7699596589,0
0,0.5048429775,0
0,0.0980059959,0
0,0.0942203791,0
0,0.3053941835,0
0,0.1267835044,0
0,0.1452914591,0
0,0.1833477648,0
0,0.1263601062,0
0,0.163320877,0
0,0.1733378908,0
0,0.1693530498,0
0,0.6376963926,0
0,0.1801138702,0
0,0.1920767128,0
0,0.2727856989,0
0,0.162561245,0
0,0.1214597671,0
0,0.2158717709,0
0,0.2837785554,0
0,0.085184423,0
0,0.4592223649,0
0,0.0609309461,0
0,0.1901316321,0
0,0.7527836114,0
0,0.3417398617,0
0,0.147160706,0
0,0.0859497687,0
0,0.2987236553,0
0,0.1763276928,0
0,0.0928759001,0
0,0.1082542804,0
0,0.2522213131,0
0,0.3106726015,0
0,1.8719340651,0
0,0.0998590505,0
0,0.0977743104,0
0,0.2396617212,0
0,0.0411184326,0
0,0.1408268661,0
0,0.1720648255,0
0,0.1221576734,0
0,0.2796053414,0
0,0.3974781814,0
0,0.0927600659,0
0,0.2878290279,0
0,0.5609366416,0
0,0.1779306718,0
0,1.3980267068,0
0,0.091857524,0
0,0.0993133726,0
0,0.6040856141,0
0,0.4448266794,0
0,0.07103138,0
0,0.2853115728,0
0,NA,0
0,0.062832661,0
0,0.1006579229,0
0,0.9320178046,0
0,0.0648569091,0
0,2.1508103182,0
0,0.0936930549,0
0,0.8896533589,0
0,5.4057032664,0
0,0.0989753421,0
0,0.4660089023,0
0,0.0900500294,0
0,11.6835089071,0
0,0.2750216472,0
0,NA,0
0,0.7625600219,0
0,0.2467105953,0
0,NA,0
0,0.4951344587,0
0,0.9320178046,0
0,0.1242690406,0
0,0.0803463625,0
0,3.2620623159,0
0,0.1906400055,0
0,0.1208171228,0
0,0.2330044511,0
0,24.4654673696,0
0,0.2796053414,0
0,0.4660089023,0
0,0.0746277602,0
0,0.0614517234,0
0,0.6354666849,0
0,0.4279673592,0
0,0.199718101,0
0,0.1747533384,0
0,0.1106871403,0
0,0.0393384138,0
0,0.1833477648,0
0,0.2912555639,0
0,0.1103705295,0
0,0.4660089023,0
0,0.026885129,0
0,0.2525818042,0
0,0.0760584478,0
0,0.4766000137,0
0,0.2569432646,0
0,0.1074743778,0
0,0.2434307204,0
0,0.2811825264,0
0,0.119629264,0
0,0.1330268736,0
0,0.1245494751,0
0,0.3327821169,0
0,0.1465210313,0
0,0.1953286922,0
0,0.298108636,0
0,0.2743356176,0
0,0.154716814,0
0,0.1124769759,0
0,0.1141899677,0
0,0.1408231281,0
0,0.231574976,0
0,0.118472234,0
0,0.2163990499,0
0,0.0738535627,0
0,3.9021844345,0
0,0.2242736052,0
0,0.1297520367,0
0,0.1754355879,0
0,0.1523116718,0
0,0.3522586978,0
0,0.1891166264,0
0,0.0921471634,0
0,0.194867503,0
0,0.2960527144,0
0,0.2128229632,0
0,0.2545426777,0
0,0.1557662974,0
0,0.1803905428,0
0,0.1460624918,0
0,0.1541131803,0
0,0.3119253136,0
0,0.3809724279,0
0,0.0993750809,0
0,0.2438418675,0
0,0.1301761957,0
0,0.2116415697,0
0,0.1399192701,0
0,0.4029247277,0
0,0.0244410263,0
0,0.2033141333,0
0,0.3122678395,0
0,0.1499986579,0
0,0.9806796678,0
0,0.1781269549,0
0,0.096867019,0
0,0.162561245,0
0,0.3047384058,0
0,0.3666955297,0
0,1.0916098944,0
0,0.1870269842,0
0,0.2583310219,0
0,0.1195381142,0
0,0.1308818668,0
0,0.7305004414,0
0,0.1480263572,0
0,0.1742408652,0
0,0.2010860332,0
0,0.1062827321,0
0,1.9894995443,0
0,0.1181745063,0
0,0.1284773547,0
0,0.1290486191,0
0,0.3528999454,0
0,0.0700472671,0
0,0.0653324764,0
0,0.5150624709,0
0,0.1936234171,0
0,0.2191680823,0
0,0.4534140671,0
0,1.159844379,0
0,0.1230966912,0
0,1.1569876194,0
0,0.1092524489,0
0,0.2727856989,0
0,0.1566754068,0
0,0.1852186604,0
0,0.1006579229,0
0,3.0980271823,0
0,0.1764113397,0
0,0.6790415433,0
0,0.4414821179,0
0,0.1891297556,0
0,0.517078371,0
0,0.3824790047,0
0,0.2841517697,0
0,0.0581043845,0
0,0.4042486863,0
0,0.3237535532,0
0,0.6813168128,0
0,0.6078376986,0
0,0.6241190656,0
0,1.0754051591,0
0,0.1398026707,0
0,0.1941703759,0
0,2.446546737,0
0,0.8065538693,0
0,0.2839741748,0
0,0.1328273782,0
0,0.5892672682,0
0,0.3547231943,0
0,0.4484236607,0
0,0.4448266794,0
0,0.1173169264,0
0,0.2022302783,0
0,0.3106726015,0
0,0.077132508,0
0,0.1861502952,0
0,0.912600767,0
0,0.4111843255,0
0,0.1356294566,0
0,0.0913955444,0
0,0.0776681504,0
0,0.3025580186,0
0,1.3980267068,0
0,0.6553250188,0
0,1.1692587003,0
0,0.036312382,0
0,0.0810161066,0
0,0.4934211906,0
0,2.7960534137,0
0,0.0755690112,0
0,0.1118421365,0
0,0.209704006,0
0,0.1747533384,0
0,NA,0
0,1.2212850246,0
0,0.1727898177,0
0,0.0310672602,0
0,NA,0
0,0.2201616861,0
0,NA,0
0,0.0482078175,0
0,0.399436202,0
0,0.4279673592,0
0,0.065944656,0
0,0.1877946323,0
0,3.3952077166,0
0,0.3328635016,0
0,6.6406268575,0
0,1.1983086059,0
0,0.0807966398,0
0,0.5150624709,0
0,0.0810450265,0
0,0.4660089023,0
0,0.199718101,0
0,0.0822368651,0
0,0.1613107739,0
0,0.1525120044,0
0,0.7988724039,0
0,0.2705858142,0
0,0.4992952524,0
0,0.2215220483,0
0,0.8896533589,0
0,0.1055114496,0
0,NA,0
0,0.1455807463,0
0,0.1612130582,0
0,0.1225848413,0
0,0.1126558572,0
0,0.4095951191,0
0,0.0856285224,0
0,0.12627338,0
0,0.1750450802,0
0,0.2151851369,0
0,0.1327045218,0
0,0.2323156711,0
0,0.4301620636,0
0,0.2206011724,0
0,0.2139922764,0
0,0.2669910751,0
0,0.2115544167,0
0,0.1151187806,0
0,0.1518798647,0
0,0.4114690792,0
0,0.3525480923,0
0,0.1865818114,0
0,0.2082944944,0
0,0.2484123028,0
0,0.2066780107,0
0,0.2231454442,0
0,0.2142426312,0
0,0.2035178688,0
0,0.0923626571,0
0,0.2406741171,0
0,0.2324483546,0
0,0.2186334212,0
0,0.1464599407,0
0,0.8282899458,0
0,0.4718340136,0
0,0.6364151427,0
0,0.2002578796,0
0,0.1174730774,0
0,0.1098588441,0
0,0.353821574,0
0,0.3535944741,0
0,0.2703215703,0
0,0.1967372338,0
0,0.3939012892,0
0,2.9334865476,0
0,0.2822938543,0
0,0.1383571482,0
0,0.7477817269,0
0,0.2142137696,0
0,2.7606603325,0
0,0.2475672293,0
0,0.367901765,0
0,0.2286735134,0
0,0.4317435418,0
0,2.5017320017,0
0,0.0822368651,0
0,0.2796053414,0
0,0.1169503111,0
0,0.1075405159,0
0,1.0597944391,0
0,0.5592106827,0
0,0.1021118141,0
0,0.0969936663,0
0,0.2254306927,0
0,0.2182073178,0
0,0.0987509262,0
0,0.1029865285,0
0,0.1919812256,0
0,0.1203886458,0
0,0.1488973307,0
0,0.1064722326,0
0,0.076803549,0
0,0.1251515911,0
0,0.1833147411,0
0,0.2046266872,0
0,0.0980497151,0
0,0.5510969314,0
0,0.1571305006,0
0,0.3682973583,0
0,0.4368833459,0
0,0.1165459741,0
0,0.1491654951,0
0,0.0923385155,0
0,0.1501765285,0
0,0.2875084163,0
0,0.1886767751,0
0,0.1583269204,0
0,0.1022366469,0
0,0.1255854499,0
0,0.2754668719,0
0,0.1553363008,0
0,0.2447906685,0
0,0.1421284083,0
0,0.4050867629,0
0,0.1594240981,0
0,0.0985788063,0
0,0.4934211906,0
0,0.1574812061,0
0,0.096211063,0
0,0.0711815796,0
0,0.1979928707,0
0,0.2027083641,0
0,0.115054993,0
0,0.1295923633,0
0,0.203836,0
0,0.1601905602,0
0,0.1087354105,0
0,0.1116071741,0
0,0.1339106041,0
0,0.1064008765,0
0,0.1172737635,0
0,0.2632449915,0
0,0.084418813,0
0,0.1502552068,0
0,0.2847832181,0
0,0.0809499032,0
0,0.0842184763,0
0,0.1387354747,0
0,0.1532924021,0
0,0.0791335872,0
0,0.0844399959,0
0,0.1117275442,0
0,0.3996461001,0
0,0.1497412492,0
0,0.1711869437,0
0,0.9025235702,0
0,0.120063429,0
0,0.1063287918,0
0,0.1141246291,0
0,0.1628768979,0
0,0.149196526,0
0,0.117153076,0
0,0.3682917474,0
0,0.1205454155,0
0,0.1480194027,0
0,0.1162490869,0
0,0.1250934321,0
0,0.1598594255,0
0,0.154980331,0
0,0.0873114836,0
0,0.237844911,0
0,0.1406692162,0
0,0.1115188934,0
0,0.0989144889,0
0,0.1441312119,0
0,0.2348549023,0
0,0.0982706244,0
0,0.1612095434,0
0,0.3829213958,0
0,0.2213446714,0
0,0.1745773531,0
0,0.1282033225,0
0,0.0714147607,0
0,0.1077168118,0
0,0.1195485735,0
0,0.1734152577,0
0,0.0901097783,0
0,0.1406819328,0
0,0.4926379824,0
0,0.1853444498,0
0,0.2234940654,0
0,0.1868417157,0
0,0.6140864974,0
0,0.1452914591,0
0,0.147160706,0
0,0.0949277394,0
0,1.8008479613,0
0,0.1331454007,0
0,0.0721769789,0
0,0.1696880242,0
0,0.0892357472,0
0,0.2796053414,0
0,0.2172609071,0
0,0.1337519856,0
0,0.4850296738,0
0,2.7960534137,0
0,0.13000973,0
0,0.2038788947,0
0,0.3289474604,0
0,0.2662908013,0
0,0.4086683003,0
0,0.0939505771,0
0,0.1294235725,0
0,0.1472882528,0
0,0.1291366382,0
0,0.0860254103,0
0,0.2728512184,0
0,0.1241191985,0
0,0.145471792,0
0,0.1832365101,0
0,0.1383651111,0
0,0.1329765416,0
0,0.5993914978,0
0,0.1082073269,0
0,0.0756374063,0
0,0.0900856115,0
0,0.0971510084,0
0,0.1477409927,0
0,0.0984900765,0
0,0.060446831,0
0,0.0600769818,0
0,0.0951168855,0
0,0.1097825003,0
0,0.1600623051,0
0,0.829033552,0
0,0.1194294172,0
0,0.1151783366,0
0,0.0645755193,0
0,0.111489221,0
0,0.0599654536,0
0,0.0851164525,0
0,0.0593975576,0
0,0.0974820257,0
0,0.3091002042,0
0,0.0619378921,0
0,1.1883227008,0
0,0.1476177268,0
0,0.0641244822,0
0,0.0387145857,0
0,0.1913089178,0
0,1.6390657942,0
0,0.0502763998,0
0,0.0281212269,0
0,0.0932017805,0
0,0.0705031919,0
0,0.074856096,0
0,0.1287656177,0
0,0.0486874973,0
0,0.258559778,0
0,NA,0
0,1.3980267068,0
0,0.1864035609,0
0,0.2872657617,0
0,0.3495066767,0
0,0.1836549829,0
0,0.1134160739,0
0,NA,0
0,0.2348684867,0
0,0.6990133534,0
0,0.1130501818,0
0,0.1288102931,0
0,0.1823120689,0
0,0.5999553114,0
0,0.0827431894,0
0,0.0658985805,0
0,0.0633017873,0
0,0.1094608823,0
0,0.1384738809,0
0,0.1902077152,0
0,0.0608408375,0
0,0.134814533,0
0,0.0623163638,0
0,0.2399806323,0
0,0.0914955694,0
0,0.1793546868,0
0,0.0716380145,0
0,0.0570451942,0
0,0.1228391667,0
0,0.0896964038,0
0,0.147160706,0
0,0.2352320272,0
0,0.1605841488,0
0,0.0649238409,0
0,0.119933149,0
0,0.1401140352,0
0,0.0900725011,0
0,1.1650222557,0
0,0.6990133534,0
0,0.2330044511,0
0,0.0655325019,0
0,0.0921775851,0
0,NA,0
0,0.8810714937,0
0,0.0846461483,0
0,0.0699013353,0
0,0.0610763241,0
0,0.0798872404,0
0,0.0376897482,0
0,0.066998085,0
0,0.1165022256,0
0,NA,0
0,0.199718101,0
0,0.1153957461,0
0,0.0697400866,0
0,0.095559269,0
0,0.2106066058,0
0,0.1460123932,0
0,0.1518328797,0
0,0.2256858307,0
0,0.3092377985,0
0,0.1118983198,0
0,0.5244050386,0
0,0.1915663418,0
0,0.1573155321,0
0,0.114592353,0
0,0.4309558601,0
0,0.1523763865,0
0,0.1233552977,0
0,0.4608154296,0
0,0.1597744808,0
0,0.3584683864,0
0,0.1317537164,0
0,0.1172395814,0
0,0.226151379,0
0,0.315646424,0
0,0.1136392219,0
0,0.0982198671,0
0,0.2878899441,0
0,0.0945230707,0
0,0.2509278705,0
0,0.3169330066,0
0,0.1331454007,0
0,0.3289474604,0
0,0.0933287584,0
0,0.1887846283,0
0,0.0693148253,0
0,0.0842478976,0
0,0.0233004451,0
0,0.3408887039,0
0,1.2904861909,0
0,NA,0
0,0.4704897571,0
0,0.0910538436,0
0,0.1871204977,0
0,0.5443643814,0
0,0.2525846571,0
0,0.1494074343,0
0,0.5096972369,0
0,0.0775732247,0
0,0.1030124942,0
0,0.6990133534,0
0,0.2884817014,0
0,0.0553084211,0
0,0.1553363008,0
0,0.1314900795,0
0,0.0414230135,0
0,0.0696335141,0
0,0.0758998738,0
0,0.2158027802,0
0,NA,0
0,0.2662908013,0
0,1.3980267068,0
0,0.0635466685,0
0,0.3056617531,0
0,0.0374471439,0
0,0.4660089023,0
0,0.0546473967,0
0,0.399436202,0
0,0.0785408262,0
0,0.1520312731,0
0,0.1360284703,0
0,0.0975519219,0
0,0.077026956,0
0,0.0553859109,0
0,0.1329981159,0
0,0.5647825283,0
0,0.1079776725,0
0,0.1871288666,0
0,0.3974981321,0
0,0.0830161153,0
0,0.390146988,0
0,0.062904783,0
0,0.0772390446,0
0,0.1411965673,0
0,0.0998590505,0
0,0.0938631468,0
0,0.1895629433,0
0,0.1281246433,0
0,0.0451446124,0
0,2.0970400602,0
0,0.086966963,0
0,0.1065898815,0
0,0.0334769539,0
0,0.7873363403,0
0,0.100011043,0
0,0.0764175615,0
0,2.3300445114,0
0,0.0630312614,0
0,0.1718885295,0
0,0.0437375886,0
0,0.0870100538,0
0,0.1090504452,0
0,0.1747533384,0
0,0.3264115219,0
0,0.3919701047,0
0,0.1859760298,0
0,0.0593852052,0
0,0.2113296185,0
0,0.0630841745,0
0,0.0522884005,0
0,0.049869151,0
0,0.0925164732,0
0,NA,0
0,0.147160706,0
0,0.3289474604,0
0,0.082833505,0
0,0.4091785483,0
0,0.4660089023,0
0,0.1474481292,0
0,0.1138664286,0
0,0.0921775851,0
0,NA,0
0,0.0405225132,0
0,NA,0
0,NA,0
0,NA,0
0,0.381280011,0
0,0.1747533384,0
0,0.1663238375,0
0,0.1179812165,0
0,0.1911049214,0
0,0.4848248741,0
0,0.3937848483,0
0,0.09410751,0
0,0.2417729062,0
0,0.0768106156,0
0,0.0730994357,0
0,0.1876728459,0
0,0.1454187205,0
0,0.1239759532,0
0,0.6004946929,0
0,0.1218987864,0
0,0.1747533384,0
0,0.7835094731,0
0,0.1149063047,0
0,0.3015351721,0
0,0.0832397537,0
0,0.1337242937,0
0,1.3980267068,0
0,0.0764860354,0
0,0.3058183421,0
0,0.309630076,0
0,0.199718101,0
0,0.6354666849,0
0,0.4660089023,0
0,0.0559210683,0
0,0.0665727003,0
0,1.9222867219,0
0,NA,0
0,0.0404053962,0
0,0.4063243942,0
0,0.2633372757,0
0,0.1791178073,0
0,0.1337671167,0
0,0.1716302208,0
0,0.208239008,0
0,0.4515365761,0
0,0.1151378247,0
0,0.1839229052,0
0,1.1184213655,0
0,0.0979670934,0
0,0.1316097461,0
0,0.3011937986,0
0,0.1125927549,0
0,0.2286492278,0
0,0.201937191,0
0,0.1390510434,0
0,0.2671784373,0
0,0.1891531557,0
0,0.3837720372,0
0,0.9320178046,0
0,0.1355945635,0
0,NA,0
0,0.5741895403,0
0,0.1180021019,0
0,0.1803766559,0
0,0.0709907981,0
0,0.0807366291,0
0,0.0730013946,0
0,0.069649124,0
0,0.0748571563,0
0,0.0867409456,0
0,0.0748115683,0
0,0.1259192646,0
0,0.0869601932,0
0,0.1250985985,0
0,0.0877830723,0
0,0.7176106499,0
0,0.1041933097,0
0,0.0822566146,0
0,0.1536250774,0
0,0.3325163167,0
0,0.059681533,0
0,0.1978235419,0
0,0.1329019904,0
0,0.0943113255,0
0,0.0714285914,0
0,0.2581246254,0
0,0.2295525333,0
0,0.0651873725,0
0,0.2051645387,0
0,0.1357494869,0
0,0.162708193,0
0,0.0794213818,0
0,0.0912117069,0
0,0.0465630341,0
0,0.087261851,0
0,0.0815349857,0
0,0.0386805808,0
0,0.0670546746,0
0,8.1604513456,0
0,0.0798872404,0
0,0.0266095859,0
0,0.1921507732,0
0,0.0384777993,0
0,0.0463434267,0
0,0.3451300278,0
0,0.3888808642,0
0,0.066178779,0
0,0.0249647626,0
0,0.0305997638,0
0,0.0536039925,0
0,0.0388340752,0
0,0.1007586816,0
0,0.0665727003,0
0,0.118879822,0
0,0.0998590505,0
0,0.0228249258,0
0,0.0202612566,0
0,0.0499295252,0
0,0.0859442648,0
0,NA,0
0,0.100525271,0
0,0.0522488011,0
0,0.1015079332,0
0,0.1688438052,0
0,0.0751074107,0
0,0.1544507163,0
0,0.0584575306,0
0,0.0591686721,0
0,0.0526430864,0
0,0.0611530516,0
0,0.1347712121,0
0,0.1864792117,0
0,0.0648844931,0
0,0.0690339853,0
0,0.048515486,0
0,0.0955371326,0
0,0.0656350567,0
0,0.1694952733,0
0,0.1024032301,0
0,0.0829735895,0
0,0.1855517049,0
0,0.4751064303,0
0,0.1769617034,0
0,0.141419803,0
0,0.2774836877,0
0,0.1580212747,0
0,0.3318825679,0
0,0.1446363733,0
0,0.1466427737,0
0,0.2194248495,0
0,0.6543341494,0
0,0.1427630676,0
0,0.6326836192,0
0,0.1144319114,0
0,0.253954646,0
0,0.1061804032,0
0,0.1426557864,0
0,0.7725937064,0
0,0.1642636744,0
0,0.1370692096,0
0,0.1571425368,0
0,0.2330044511,0
0,0.0853709199,0
0,5.5921068273,0
0,0.3674571707,0
0,0.1133041253,0
0,0.1045253613,0
0,0.1761896672,0
0,0.4660089023,0
0,0.7169367727,0
0,0.0699013353,0
0,0.1113243489,0
0,0.3931950113,0
0,0.1817434719,0
0,0.9150720263,0
0,0.1463238433,0
0,0.0510574513,0
0,0.0642859926,0
0,0.0409678156,0
0,0.0502108183,0
0,0.0317244522,0
0,0.0504317647,0
0,0.0484864754,0
0,0.0121296318,0
0,0.4429702599,0
0,0.0827778971,0
0,0.0701469863,0
0,NA,0
0,0.0367901765,0
0,0.0156079537,0
0,0.0155336301,0
0,0.0990204728,0
0,0.138120064,0
0,0.081944727,0
0,0.1442515503,0
0,0.1263705673,0
0,0.11251724,0
0,0.0524260015,0
0,0.0809939906,0
0,0.3373312392,0
